ID,adj.P.Val,P.Value,F,Gene.symbol,Gene.title
201636_at,0.997,0.96851024,0.083503,FXR1,FMR1 autosomal homolog 1
227559_at,0.997,0.96851429,0.083495,NDUFAF4,NADH:ubiquinone oxidoreductase complex assembly factor 4
202639_s_at,0.997,0.96851878,0.083487,RANBP3,RAN binding protein 3
238584_at,0.997,0.96852081,0.083483,IQCA1,IQ motif containing with AAA domain 1
230062_at,0.997,0.96861676,0.083304,RIMBP3B///RIMBP3C///RIMBP3,RIMS binding protein 3B///RIMS binding protein 3C///RIMS binding protein 3
1556362_at,0.997,0.9686302,0.083279,LOC101927531,uncharacterized LOC101927531
209136_s_at,0.997,0.96863589,0.083268,USP10,ubiquitin specific peptidase 10
238787_at,0.997,0.96864983,0.083242,DENND1B,DENN domain containing 1B
222745_s_at,0.997,0.96865926,0.083224,KATNBL1,katanin regulatory subunit B1 like 1
232544_at,0.997,0.96866062,0.083222,,
AFFX-r2-Ec-bioB-5_at,0.997,0.96873037,0.083091,,
211214_s_at,0.997,0.96874133,0.083071,DAPK1,death associated protein kinase 1
208780_x_at,0.997,0.96878579,0.082987,VAPA,VAMP associated protein A
211579_at,0.997,0.96879837,0.082964,ITGB3,integrin subunit beta 3
244055_at,0.997,0.96881278,0.082937,,
203660_s_at,0.997,0.9688194,0.082924,PCNT,pericentrin
232451_at,0.997,0.96883989,0.082886,,
1558732_at,0.997,0.96884472,0.082877,MAP4K4,mitogen-activated protein kinase kinase kinase kinase 4
1553415_at,0.997,0.96884637,0.082874,SLC17A8,solute carrier family 17 member 8
243081_at,0.997,0.96885646,0.082855,DSG2-AS1,DSG2 antisense RNA 1
243709_at,0.997,0.96888179,0.082808,SLC38A9,solute carrier family 38 member 9
1553770_a_at,0.997,0.96893241,0.082713,SLAMF9,SLAM family member 9
235390_at,0.997,0.96895603,0.082668,SREK1IP1,SREK1 interacting protein 1
235337_at,0.997,0.96898367,0.082617,SERTAD4,SERTA domain containing 4
1565760_at,0.997,0.96901293,0.082562,,
1564837_at,0.997,0.96902145,0.082546,LOC151760,putative uncharacterized protein LOC151760
226895_at,0.997,0.96905204,0.082488,NFIC,nuclear factor I C
206916_x_at,0.997,0.96907872,0.082438,TAT,tyrosine aminotransferase
1567222_x_at,0.997,0.96907997,0.082436,ELOVL5,ELOVL fatty acid elongase 5
1557359_at,0.997,0.96908631,0.082424,LINC01268,long intergenic non-protein coding RNA 1268
240775_at,0.997,0.96909976,0.082399,,
242792_at,0.997,0.96919283,0.082224,,
234074_at,0.997,0.96923287,0.082149,,
214549_x_at,0.997,0.96926352,0.082091,SPRR1A,small proline rich protein 1A
232851_at,0.997,0.96927774,0.082064,FBXO3,F-box protein 3
202694_at,0.997,0.96931467,0.081995,STK17A,serine/threonine kinase 17a
1555704_at,0.997,0.96931969,0.081985,CMTM3,CKLF like MARVEL transmembrane domain containing 3
204051_s_at,0.997,0.96935566,0.081918,SFRP4,secreted frizzled related protein 4
214685_at,0.997,0.96937041,0.08189,NOP14-AS1,NOP14 antisense RNA 1
204408_at,0.997,0.96944862,0.081743,APEX2,apurinic/apyrimidinic endodeoxyribonuclease 2
203773_x_at,0.997,0.96945671,0.081727,BLVRA,biliverdin reductase A
238308_at,0.997,0.96948583,0.081673,,
224230_at,0.997,0.96950576,0.081635,IL36B,"interleukin 36, beta"
1553247_a_at,0.997,0.9695451,0.081561,ZNF709,zinc finger protein 709
223718_at,0.997,0.96965584,0.081352,ACRBP,acrosin binding protein
222274_at,0.997,0.96967543,0.081315,ZDHHC8P1,zinc finger DHHC-type containing 8 pseudogene 1
210806_at,0.997,0.96968789,0.081292,TTLL5,tubulin tyrosine ligase like 5
235511_at,0.997,0.96971031,0.081249,RBM14-RBM4///RBM4,RBM14-RBM4 readthrough///RNA binding motif protein 4
1555798_at,0.997,0.96974484,0.081184,LOC400692,uncharacterized LOC400692
1560129_at,0.997,0.96975157,0.081171,,
210890_x_at,0.997,0.96976007,0.081155,KIR2DL1,"killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 1"
203470_s_at,0.997,0.96977628,0.081125,PLEK,pleckstrin
236429_at,0.997,0.96978099,0.081116,ZNF83,zinc finger protein 83
1558549_s_at,0.997,0.96979105,0.081097,VNN1,vanin 1
228721_at,0.997,0.96980423,0.081072,KRBOX1,KRAB box domain containing 1
231353_at,0.997,0.9698078,0.081065,,
244439_at,0.997,0.96983354,0.081017,SPRED1,sprouty related EVH1 domain containing 1
1569831_at,0.997,0.96984381,0.080997,,
230117_at,0.997,0.96984922,0.080987,VSTM2A,V-set and transmembrane domain containing 2A
207941_s_at,0.997,0.96985295,0.08098,RBM39,RNA binding motif protein 39
1552910_at,0.997,0.96986235,0.080962,SIGLEC11,sialic acid binding Ig like lectin 11
1552713_a_at,0.997,0.96990308,0.080885,SLC4A1,solute carrier family 4 member 1 (Diego blood group)
1564292_at,0.997,0.9700169,0.08067,,
211207_s_at,0.997,0.97003058,0.080644,ACSL6,acyl-CoA synthetase long-chain family member 6
1557046_x_at,0.997,0.97003705,0.080632,LINC00665,long intergenic non-protein coding RNA 665
242884_at,0.997,0.97005963,0.080589,LOC440570,uncharacterized LOC440570
217291_at,0.997,0.97006294,0.080583,CEACAM5,carcinoembryonic antigen related cell adhesion molecule 5
234323_at,0.997,0.97007191,0.080566,THSD4,thrombospondin type 1 domain containing 4
218312_s_at,0.997,0.97007943,0.080552,ZSCAN18,zinc finger and SCAN domain containing 18
217211_at,0.997,0.97010234,0.080508,ACTBP9,"actin, beta pseudogene 9"
211460_at,0.997,0.97011088,0.080492,TTTY9B///TTTY9A,"testis-specific transcript, Y-linked 9B (non-protein coding)///testis-specific transcript, Y-linked 9A (non-protein coding)"
221193_s_at,0.997,0.97012511,0.080465,ZCCHC10,zinc finger CCHC-type containing 10
218527_at,0.997,0.97014133,0.080434,APTX,aprataxin
240102_at,0.997,0.97017353,0.080373,,
1569503_at,0.997,0.97019612,0.08033,HEATR5B,HEAT repeat containing 5B
211642_at,0.997,0.97022356,0.080278,,
210985_s_at,0.997,0.97024093,0.080246,SP100,SP100 nuclear antigen
223933_at,0.997,0.97027903,0.080173,KIF5A,kinesin family member 5A
240899_at,0.997,0.97031174,0.080111,,
226555_at,0.997,0.97032786,0.080081,INO80D,INO80 complex subunit D
1555763_x_at,0.997,0.97034143,0.080055,MKL1,megakaryoblastic leukemia (translocation) 1
243049_at,0.997,0.97035061,0.080037,,
239420_at,0.997,0.9703637,0.080013,LINC01187,long intergenic non-protein coding RNA 1187
226254_s_at,0.997,0.97043964,0.079868,CFAP97,cilia and flagella associated protein 97
1553354_a_at,0.997,0.97044522,0.079858,,
231686_at,0.997,0.97047865,0.079794,GATM,glycine amidinotransferase
224333_s_at,0.997,0.9704815,0.079789,MRPS5,mitochondrial ribosomal protein S5
235674_at,0.997,0.97048854,0.079776,,
213467_at,0.997,0.97048975,0.079773,RND2,Rho family GTPase 2
215566_x_at,0.997,0.97049236,0.079768,LYPLA2,lysophospholipase II
1559017_at,0.997,0.97054099,0.079676,LOC100507351,uncharacterized LOC100507351
224271_x_at,0.997,0.97055058,0.079658,FRMD8P1,FERM domain containing 8 pseudogene 1
238937_at,0.997,0.97056676,0.079627,ZNF420,zinc finger protein 420
1567174_at,0.997,0.97057727,0.079607,,
217554_at,0.997,0.97060519,0.079554,,
233210_at,0.997,0.97060544,0.079553,FLJ12120,uncharacterized LOC388439
235257_at,0.997,0.97060547,0.079553,ODF3B,outer dense fiber of sperm tails 3B
203115_at,0.997,0.97070002,0.079373,FECH,ferrochelatase
212126_at,0.997,0.97072189,0.079332,CBX5,chromobox 5
228587_at,0.997,0.9707282,0.07932,FAM83G,family with sequence similarity 83 member G
218153_at,0.997,0.97073477,0.079307,CARS2,"cysteinyl-tRNA synthetase 2, mitochondrial (putative)"
1566142_at,0.997,0.97078761,0.079207,,
1567319_at,0.997,0.97078991,0.079202,,
211242_x_at,0.997,0.97079045,0.079201,KIR2DL4,"killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 4"
229242_at,0.997,0.9707942,0.079194,TNFSF15,tumor necrosis factor superfamily member 15
229166_s_at,0.997,0.97080643,0.079171,GATAD2A,GATA zinc finger domain containing 2A
210326_at,0.997,0.97086975,0.07905,AGXT,alanine-glyoxylate aminotransferase
1555600_s_at,0.997,0.97088608,0.079019,APOL4,apolipoprotein L4
214705_at,0.997,0.97089799,0.078996,PATJ,"PATJ, crumbs cell polarity complex component"
210610_at,0.997,0.97090223,0.078988,CEACAM1,carcinoembryonic antigen related cell adhesion molecule 1
207963_at,0.997,0.97090875,0.078976,KIF25-AS1,KIF25 antisense RNA 1
237767_at,0.997,0.97094687,0.078903,FARP1,"FERM, ARH/RhoGEF and pleckstrin domain protein 1"
1553216_at,0.997,0.97095346,0.07889,ZNF41,zinc finger protein 41
206825_at,0.997,0.97095912,0.07888,OXTR,oxytocin receptor
212910_at,0.997,0.97096075,0.078876,THAP11,THAP domain containing 11
230291_s_at,0.997,0.97096505,0.078868,,
1562032_at,0.997,0.97097991,0.07884,,
1559954_s_at,0.997,0.97101431,0.078774,DDX42,DEAD-box helicase 42
239125_at,0.997,0.97101557,0.078772,SLC25A5-AS1,SLC25A5 antisense RNA 1
1554483_at,0.997,0.97102305,0.078758,TMEM37,transmembrane protein 37
1557599_a_at,0.997,0.9710433,0.078719,LOC101927870,uncharacterized LOC101927870
203128_at,0.997,0.97105992,0.078687,SPTLC2,serine palmitoyltransferase long chain base subunit 2
214472_at,0.997,0.97106052,0.078686,HIST1H3F///HIST1H3B///HIST1H3H///HIST1H3J///HIST1H3G///HIST1H3I///HIST1H3E///HIST1H3C///HIST1H3D///HIST1H3A///HIST1H2AD,"histone cluster 1, H3f///histone cluster 1, H3b///histone cluster 1, H3h///histone cluster 1, H3j///histone cluster 1, H3g///histone cluster 1, H3i///histone cluster 1, H3e///histone cluster 1, H3c///histone cluster 1, H3d///histone cluster 1, H3a///histone cluster 1, H2ad"
221398_at,0.997,0.971061,0.078685,TAS2R8,taste 2 receptor member 8
219082_at,0.997,0.97106472,0.078678,CEMP1///AMDHD2,cementum protein 1///amidohydrolase domain containing 2
223036_at,0.997,0.9710654,0.078677,FARSB,phenylalanyl-tRNA synthetase beta subunit
1555764_s_at,0.997,0.97110143,0.078608,TIMM10,translocase of inner mitochondrial membrane 10 homolog (yeast)
203081_at,0.997,0.97110649,0.078598,CTNNBIP1,catenin beta interacting protein 1
239833_at,0.997,0.97112282,0.078567,,
207117_at,0.997,0.97113893,0.078536,ZNF117,zinc finger protein 117
234075_at,0.997,0.971151,0.078513,,
216734_s_at,0.997,0.97119721,0.078425,CXCR5,C-X-C motif chemokine receptor 5
37872_at,0.997,0.9712037,0.078412,JRK,Jrk helix-turn-helix protein
206248_at,0.997,0.9712132,0.078394,PRKCE,protein kinase C epsilon
204774_at,0.997,0.97121367,0.078393,EVI2A,ecotropic viral integration site 2A
210782_x_at,0.997,0.97124402,0.078335,GRIN1,glutamate ionotropic receptor NMDA type subunit 1
210992_x_at,0.997,0.97126696,0.078291,FCGR2C,Fc fragment of IgG receptor IIc (gene/pseudogene)
210808_s_at,0.997,0.97128531,0.078256,NOX1,NADPH oxidase 1
203904_x_at,0.997,0.97130566,0.078217,CD82,CD82 molecule
209232_s_at,0.997,0.97130623,0.078216,DCTN5,dynactin subunit 5
227941_at,0.997,0.9713245,0.078181,LOC339803,uncharacterized LOC339803
232789_at,0.997,0.97132598,0.078178,,
32837_at,0.997,0.97132643,0.078177,AGPAT2,1-acylglycerol-3-phosphate O-acyltransferase 2
231777_at,0.997,0.97136089,0.078112,LY6G5B///CSNK2B,"lymphocyte antigen 6 complex, locus G5B///casein kinase 2 beta"
213448_at,0.997,0.97138645,0.078063,,
235371_at,0.997,0.97143027,0.077979,GXYLT2,glucoside xylosyltransferase 2
226919_at,0.997,0.9714758,0.077891,LYRM2,LYR motif containing 2
214722_at,0.997,0.97148134,0.077881,NOTCH2NL,notch 2 N-terminal like
214189_s_at,0.997,0.9715527,0.077744,GGA2,"golgi associated, gamma adaptin ear containing, ARF binding protein 2"
200965_s_at,0.997,0.97156998,0.077711,ABLIM1,actin binding LIM protein 1
1553434_at,0.997,0.9715832,0.077685,CYP4Z2P,"cytochrome P450 family 4 subfamily Z member 2, pseudogene"
236102_at,0.997,0.97159494,0.077663,LOC100126784,uncharacterized LOC100126784
1559052_s_at,0.997,0.97162736,0.077601,PAK2,p21 (RAC1) activated kinase 2
64418_at,0.997,0.97165374,0.07755,SYNRG,"synergin, gamma"
225626_at,0.997,0.97168335,0.077493,PAG1,phosphoprotein membrane anchor with glycosphingolipid microdomains 1
235100_at,0.997,0.97170384,0.077454,,
233250_x_at,0.997,0.97171247,0.077437,FOXRED2,FAD dependent oxidoreductase domain containing 2
220705_s_at,0.997,0.97173203,0.0774,ADAMTS7,ADAM metallopeptidase with thrombospondin type 1 motif 7
200048_s_at,0.997,0.97174908,0.077367,JTB,jumping translocation breakpoint
237887_at,0.997,0.97175713,0.077351,,
220360_at,0.997,0.97176024,0.077345,THAP9,THAP domain containing 9
232216_at,0.997,0.97177086,0.077325,YME1L1,YME1 like 1 ATPase
243109_at,0.997,0.97180295,0.077263,MCTP2,multiple C2 and transmembrane domain containing 2
220980_s_at,0.997,0.97184292,0.077186,ADPGK,ADP dependent glucokinase
215187_at,0.997,0.97188173,0.077112,LOC55338,uncharacterized LOC55338
1557984_s_at,0.997,0.97188432,0.077107,RPAP3,RNA polymerase II associated protein 3
235243_at,0.997,0.97190435,0.077068,CLIP3,CAP-Gly domain containing linker protein 3
233227_at,0.997,0.97190827,0.077061,KIAA1109,KIAA1109
203047_at,0.997,0.97191159,0.077054,STK10,serine/threonine kinase 10
237686_at,0.997,0.9719817,0.076919,RNF219,ring finger protein 219
213864_s_at,0.997,0.97203507,0.076816,NAP1L1,nucleosome assembly protein 1 like 1
231110_at,0.997,0.97204208,0.076803,,
1553396_a_at,0.997,0.97205793,0.076772,CCDC13,coiled-coil domain containing 13
230639_at,0.997,0.97205804,0.076772,ICA1,islet cell autoantigen 1
1565587_at,0.997,0.97207102,0.076747,,
1557919_a_at,0.997,0.97207159,0.076746,ERVH-3,endogenous retrovirus group H member 3
242833_at,0.997,0.97207438,0.076741,,
210731_s_at,0.997,0.97208757,0.076715,LGALS8,galectin 8
202696_at,0.997,0.97209957,0.076692,OXSR1,oxidative stress responsive 1
211298_s_at,0.997,0.97210749,0.076677,ALB,albumin
1558579_at,0.997,0.97211206,0.076668,FLJ37786,uncharacterized LOC642691
244127_at,0.997,0.97216554,0.076565,,
216368_s_at,0.997,0.97216657,0.076563,COL4A3,collagen type IV alpha 3 chain
228962_at,0.997,0.97217647,0.076544,PDE4D,phosphodiesterase 4D
224500_s_at,0.997,0.97218722,0.076523,MON1A,"MON1 homolog A, secretory trafficking associated"
1561342_at,0.997,0.97221006,0.076479,LOC150005,uncharacterized LOC150005
234755_x_at,0.997,0.9722192,0.076461,,
1557805_at,0.997,0.97223624,0.076428,,
1558484_s_at,0.997,0.97223977,0.076422,LRRC27,leucine rich repeat containing 27
201082_s_at,0.997,0.97224572,0.07641,SLC4A5///DCTN1,solute carrier family 4 member 5///dynactin subunit 1
233425_at,0.997,0.97225117,0.0764,,
200856_x_at,0.997,0.97225293,0.076396,NCOR1,nuclear receptor corepressor 1
207265_s_at,0.997,0.97229914,0.076307,KDELR3,KDEL endoplasmic reticulum protein retention receptor 3
243642_x_at,0.997,0.9723015,0.076302,,
216874_at,0.997,0.97230265,0.0763,LOC100505498,uncharacterized LOC100505498
225091_at,0.997,0.97230597,0.076294,ZCCHC3,zinc finger CCHC-type containing 3
215030_at,0.997,0.97231989,0.076267,GRSF1,G-rich RNA sequence binding factor 1
243652_at,0.997,0.97232881,0.07625,,
223935_at,0.997,0.97242573,0.076062,TRPM5,transient receptor potential cation channel subfamily M member 5
1560929_at,0.997,0.97244212,0.076031,,
201453_x_at,0.997,0.97248547,0.075947,RHEB,Ras homolog enriched in brain
1562372_at,0.997,0.97249755,0.075923,SV2C,synaptic vesicle glycoprotein 2C
239547_at,0.997,0.97251502,0.075889,HS3ST6,heparan sulfate-glucosamine 3-sulfotransferase 6
208437_at,0.997,0.9725173,0.075885,CLCN1,chloride voltage-gated channel 1
227765_at,0.997,0.97251816,0.075883,OTUD6B-AS1,OTUD6B antisense RNA 1 (head to head)
212210_at,0.997,0.97253822,0.075845,INTS1,integrator complex subunit 1
1561718_at,0.997,0.97255746,0.075807,,
202502_at,0.997,0.97255875,0.075805,ACADM,"acyl-CoA dehydrogenase, C-4 to C-12 straight chain"
225077_at,0.997,0.97258995,0.075744,CHD2,chromodomain helicase DNA binding protein 2
219012_s_at,0.997,0.97263631,0.075654,EMSY,"EMSY, BRCA2 interacting transcriptional repressor"
209652_s_at,0.997,0.97265003,0.075628,PGF,placental growth factor
229367_s_at,0.997,0.97265736,0.075614,GIMAP6,"GTPase, IMAP family member 6"
209939_x_at,0.997,0.97267844,0.075573,CFLAR,CASP8 and FADD like apoptosis regulator
222002_at,0.997,0.97269296,0.075545,C7orf26,chromosome 7 open reading frame 26
234410_at,0.997,0.97269637,0.075538,GABRR3,gamma-aminobutyric acid type A receptor rho3 subunit (gene/pseudogene)
224460_s_at,0.997,0.97273348,0.075466,L2HGDH,L-2-hydroxyglutarate dehydrogenase
230347_at,0.997,0.97275644,0.075422,ORAI2,ORAI calcium release-activated calcium modulator 2
204380_s_at,0.997,0.97276487,0.075405,FGFR3,fibroblast growth factor receptor 3
209437_s_at,0.997,0.97278423,0.075368,SPON1,spondin 1
240962_at,0.997,0.97280459,0.075328,,
239743_at,0.997,0.9728433,0.075253,SP8,Sp8 transcription factor
202588_at,0.997,0.97285541,0.075229,AK1,adenylate kinase 1
1556818_at,0.997,0.97288436,0.075173,,
227999_at,0.997,0.97293579,0.075073,PWWP2B,PWWP domain containing 2B
201986_at,0.997,0.97306633,0.074819,MED13,mediator complex subunit 13
234073_at,0.997,0.973099,0.074756,SDK2,sidekick cell adhesion molecule 2
240760_at,0.997,0.97310845,0.074737,CDRT15,CMT1A duplicated region transcript 15
202402_s_at,0.997,0.97313729,0.074681,CARS,cysteinyl-tRNA synthetase
1557128_at,0.997,0.97315887,0.074639,FAM111B,family with sequence similarity 111 member B
205735_s_at,0.997,0.97316768,0.074622,AFF3,AF4/FMR2 family member 3
1552424_at,0.997,0.97321327,0.074533,KLHL10,kelch like family member 10
239161_at,0.997,0.97321664,0.074527,FDX1,ferredoxin 1
203960_s_at,0.997,0.97322604,0.074508,HSPB11,heat shock protein family B (small) member 11
236418_at,0.997,0.97325061,0.07446,TTLL10,tubulin tyrosine ligase like 10
244767_at,0.997,0.9732533,0.074455,FRA10AC1,"fragile site, folic acid type, rare, fra(10)(q23.3) or fra(10)(q24.2) candidate 1"
213153_at,0.997,0.97325504,0.074452,SETD1B,SET domain containing 1B
204754_at,0.997,0.97328243,0.074398,HLF,"HLF, PAR bZIP transcription factor"
205496_at,0.997,0.97329205,0.07438,KIAA0408,KIAA0408
213026_at,0.997,0.97330117,0.074362,ATG12,autophagy related 12
1560065_at,0.997,0.97331127,0.074342,PAIP2,poly(A) binding protein interacting protein 2
220289_s_at,0.997,0.9733121,0.07434,AIM1L,absent in melanoma 1-like
213547_at,0.997,0.97331607,0.074333,CAND2,cullin associated and neddylation dissociated 2 (putative)
216434_at,0.997,0.97331884,0.074327,TTC38,tetratricopeptide repeat domain 38
223366_at,0.997,0.97335657,0.074254,ZNF704,zinc finger protein 704
1554941_at,0.997,0.97335935,0.074248,KLHL14,kelch like family member 14
208056_s_at,0.997,0.9733642,0.074239,CBFA2T3,CBFA2/RUNX1 translocation partner 3
213883_s_at,0.997,0.97337055,0.074226,TM2D1,TM2 domain containing 1
206593_s_at,0.997,0.97337539,0.074217,MED22,mediator complex subunit 22
216870_x_at,0.997,0.97338732,0.074194,DLEU2,deleted in lymphocytic leukemia 2 (non-protein coding)
1567458_s_at,0.997,0.97339532,0.074178,RAC1,"ras-related C3 botulinum toxin substrate 1 (rho family, small GTP binding protein Rac1)"
238468_at,0.997,0.97340849,0.074152,TNRC6B,trinucleotide repeat containing 6B
216480_x_at,0.997,0.9734419,0.074087,MLLT10,"myeloid/lymphoid or mixed-lineage leukemia; translocated to, 10"
232228_at,0.997,0.97346361,0.074045,ZNF530,zinc finger protein 530
227228_s_at,0.997,0.97347806,0.074016,CCDC88C,coiled-coil domain containing 88C
231526_at,0.997,0.9734836,0.074006,,
207577_at,0.997,0.97351566,0.073943,HTR4,5-hydroxytryptamine receptor 4
208065_at,0.997,0.9735166,0.073941,ST8SIA3,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 3"
204152_s_at,0.997,0.9735233,0.073928,MFNG,MFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase
